date,avg_price,CPI,consumer_price_growth_rate,food_non_alcoholic_beverages,Liquor_tobacco,clothes_shoes,housing_water_electricity_fuel,household_goods_housekeeping_services,sanitation,traffic,communication,entertainment_culture,education,food_accommodation,other_goods_services,033_Production_per_cultivation_area,031_Production_per_cultivation_area,055_Production_per_cultivation_area,054_Production_per_cultivation_area,02_Production_per_cultivation_area,061_Production_per_cultivation_area,063_Production_per_cultivation_area,041_Production_per_cultivation_area,043_Production_per_cultivation_area,domestic_oil,international_oil,export,import
2014-01-17,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,631.68,120959,20914288
2014-01-20,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,0,120959,20914288
2014-01-21,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,635.66,120959,20914288
2014-01-22,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,647.48,120959,20914288
2014-01-23,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,654,120959,20914288
2014-01-24,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,651.56,120959,20914288
2014-01-27,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,648.55,120959,20914288
2014-01-28,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,664.23,120959,20914288
2014-01-29,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41640,660.88,120959,20914288
2014-02-03,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,649.66,156231,7272654
2014-02-04,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,661.56,156231,7272654
2014-02-05,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,665.25,156231,7272654
2014-02-06,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,664.33,156231,7272654
2014-02-07,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,676.23,156231,7272654
2014-02-10,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,676.63,156231,7272654
2014-02-11,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,673.81,156231,7272654
2014-02-12,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,676.77,156231,7272654
2014-02-13,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,672.03,156231,7272654
2014-02-14,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,671.19,156231,7272654
2014-02-17,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,0,156231,7272654
2014-02-18,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,683.25,156231,7272654
2014-02-19,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,691.46,156231,7272654
2014-02-20,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,690.79,156231,7272654
2014-02-21,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,689.05,156231,7272654
2014-02-24,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,694,156231,7272654
2014-02-25,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,689.37,156231,7272654
2014-02-26,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,690.84,156231,7272654
2014-02-27,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,689.11,156231,7272654
2014-02-28,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41671,688.97,156231,7272654
2014-03-03,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,703.62,190323,7036863
2014-03-04,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,696.67,190323,7036863
2014-03-05,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,684.05,190323,7036863
2014-03-06,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,683.9,190323,7036863
2014-03-07,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,688.71,190323,7036863
2014-03-10,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,675.85,190323,7036863
2014-03-11,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,670.64,190323,7036863
2014-03-12,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,656.29,190323,7036863
2014-03-13,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,660.41,190323,7036863
2014-03-14,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,663.93,190323,7036863
2014-03-17,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,661.33,190323,7036863
2014-03-18,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,670.94,190323,7036863
2014-03-19,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,674.18,190323,7036863
2014-03-20,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,669.62,190323,7036863
2014-03-21,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,672.7,190323,7036863
2014-03-24,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,676.78,190323,7036863
2014-03-25,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,673.62,190323,7036863
2014-03-26,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,679.94,190323,7036863
2014-03-27,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,684.82,190323,7036863
2014-03-28,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,686.05,190323,7036863
2014-03-31,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41699,682.89,190323,7036863
2014-04-01,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,668.82,158872,7393225
2014-04-02,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,664.51,158872,7393225
2014-04-03,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,666.77,158872,7393225
2014-04-04,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,673.12,158872,7393225
2014-04-07,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,667.2,158872,7393225
2014-04-08,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,679.54,158872,7393225
2014-04-09,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,686.56,158872,7393225
2014-04-10,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,678.47,158872,7393225
2014-04-11,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,676,158872,7393225
2014-04-14,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,679.01,158872,7393225
2014-04-15,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,677.96,158872,7393225
2014-04-16,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,679.53,158872,7393225
2014-04-17,43600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,683.13,158872,7393225
2014-04-18,43500,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,683.13,158872,7393225
2014-04-21,43200,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,680.9,158872,7393225
2014-04-22,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,666.73,158872,7393225
2014-04-23,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,663.31,158872,7393225
2014-04-24,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,666.52,158872,7393225
2014-04-25,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,657,158872,7393225
2014-04-28,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,658.95,158872,7393225
2014-04-29,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,660.67,158872,7393225
2014-04-30,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41730,647.24,158872,7393225
2014-05-02,43000,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,647.68,127071,21225142
2014-05-07,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,653.61,127071,21225142
2014-05-08,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,646.77,127071,21225142
2014-05-09,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,643.71,127071,21225142
2014-05-12,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,647.25,127071,21225142
2014-05-13,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,655.67,127071,21225142
2014-05-14,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,658.64,127071,21225142
2014-05-15,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,654.13,127071,21225142
2014-05-16,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,658.7,127071,21225142
2014-05-19,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,662.06,127071,21225142
2014-05-20,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,658.96,127071,21225142
2014-05-21,42800,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,670.36,127071,21225142
2014-05-22,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,669.94,127071,21225142
2014-05-23,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,672.89,127071,21225142
2014-05-26,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,0,127071,21225142
2014-05-27,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,670.49,127071,21225142
2014-05-28,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,661.22,127071,21225142
2014-05-29,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,666.23,127071,21225142
2014-05-30,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41760,659.99,127071,21225142
2014-06-02,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,657.67,130189,39431742
2014-06-03,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,660.96,130189,39431742
2014-06-05,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,660.25,130189,39431742
2014-06-09,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,671.57,130189,39431742
2014-06-10,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,667.77,130189,39431742
2014-06-11,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,667.5,130189,39431742
2014-06-12,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,681.12,130189,39431742
2014-06-13,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,684.22,130189,39431742
2014-06-16,42600,99.3,1.3,0.3,-0.1,4.0,2.9,2.1,0.7,-1.6,-0.1,0.4,1.5,1.4,3.1,7.87 ,5.50 ,5.54 ,5.91 ,5.57 ,5.22 ,2.30 ,6.14 ,18.81 ,41791,684.49,130189,39431742
